0	116817	116694	116688	2	14672	116692	5	116693	1	1
0	9113400	0	427	43	0	0	1284156	6	3	0
0	29	0	0	1	0	0	1	0	350077	0
0	819	0	780624	1	0	0	228376	2	2	0
0	0	0	0	0	0	0	676712	52778	0	0
6596	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	233384	0
0	4	0	0	1512532	0	0	3	0	0	0
0	94	0	0	116691	0	0	5	350060	0	0
0	0	158334	0	0	0	105556	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1
